exercise_unit_id,parent_section_id,order_key,prompt_segment_id,concept_ids,hint_unit_ids,answer_unit_ids,solution_unit_ids,closure_status
ttp.r014.unit.sec.multiplicative-order-properties.exercise.03,ttp.r014.unit.sec.multiplicative-order-properties,23.03,ttp.r014.segment.444,"[""ttp.concept.exponents_modulo_order"",""ttp.concept.order_of_power""]",[],[],[],source_has_none
ttp.r014.unit.sec.multiplicative-order-properties.exercise.04,ttp.r014.unit.sec.multiplicative-order-properties,23.04,ttp.r014.segment.445,"[""ttp.concept.exponents_modulo_order"",""ttp.concept.order_of_power""]",[],[],[],source_has_none
ttp.r014.unit.sec.gauss-totient-sum.exercise.01,ttp.r014.unit.sec.gauss-totient-sum,24.01,ttp.r014.segment.453,"[""ttp.concept.gauss_totient_sum"",""ttp.concept.divisor_sum_function""]",[],[],[],source_has_none
ttp.r014.unit.sec.primitive-roots.exercise.01,ttp.r014.unit.sec.primitive-roots,25.01,ttp.r014.segment.481,"[""ttp.concept.primitive_root"",""ttp.concept.primitive_root_count"",""ttp.concept.polynomial_mod_p"",""ttp.concept.polynomial_root"",""ttp.concept.zero_product_property"",""ttp.concept.integral_domain"",""ttp.concept.order_class_count""]",[],[],[],source_has_none
ttp.r014.unit.sec.primitive-roots.exercise.02,ttp.r014.unit.sec.primitive-roots,25.02,ttp.r014.segment.482,"[""ttp.concept.primitive_root"",""ttp.concept.primitive_root_count"",""ttp.concept.polynomial_mod_p"",""ttp.concept.polynomial_root"",""ttp.concept.zero_product_property"",""ttp.concept.integral_domain"",""ttp.concept.order_class_count""]",[],[],[],source_has_none
ttp.r014.unit.sec.primitive-roots.exercise.03,ttp.r014.unit.sec.primitive-roots,25.03,ttp.r014.segment.483,"[""ttp.concept.primitive_root"",""ttp.concept.primitive_root_count"",""ttp.concept.polynomial_mod_p"",""ttp.concept.polynomial_root"",""ttp.concept.zero_product_property"",""ttp.concept.integral_domain"",""ttp.concept.order_class_count""]",[],[],[],source_has_none
ttp.r014.unit.sec.primitive-roots.exercise.04,ttp.r014.unit.sec.primitive-roots,25.04,ttp.r014.segment.484,"[""ttp.concept.primitive_root"",""ttp.concept.primitive_root_count"",""ttp.concept.polynomial_mod_p"",""ttp.concept.polynomial_root"",""ttp.concept.zero_product_property"",""ttp.concept.integral_domain"",""ttp.concept.order_class_count""]",[],[],[],source_has_none
ttp.r014.unit.sec.primitive-roots.exercise.05,ttp.r014.unit.sec.primitive-roots,25.05,ttp.r014.segment.485,"[""ttp.concept.primitive_root"",""ttp.concept.primitive_root_count"",""ttp.concept.polynomial_mod_p"",""ttp.concept.polynomial_root"",""ttp.concept.zero_product_property"",""ttp.concept.integral_domain"",""ttp.concept.order_class_count""]",[],[],[],source_has_none
ttp.r014.unit.sec.primitive-roots.exercise.06,ttp.r014.unit.sec.primitive-roots,25.06,ttp.r014.segment.486,"[""ttp.concept.primitive_root"",""ttp.concept.primitive_root_count"",""ttp.concept.polynomial_mod_p"",""ttp.concept.polynomial_root"",""ttp.concept.zero_product_property"",""ttp.concept.integral_domain"",""ttp.concept.order_class_count""]",[],[],[],source_has_none
ttp.r014.unit.sec.primitive-roots.exercise.07,ttp.r014.unit.sec.primitive-roots,25.07,ttp.r014.segment.487,"[""ttp.concept.primitive_root"",""ttp.concept.primitive_root_count"",""ttp.concept.polynomial_mod_p"",""ttp.concept.polynomial_root"",""ttp.concept.zero_product_property"",""ttp.concept.integral_domain"",""ttp.concept.order_class_count""]",[],[],[],source_has_none
ttp.r014.unit.sec.indices.exercise.01,ttp.r014.unit.sec.indices,26.01,ttp.r014.segment.504,"[""ttp.concept.index_relative"",""ttp.concept.discrete_logarithm_hardness"",""ttp.concept.change_of_base_formula""]",[],[],[],source_has_none
ttp.r014.unit.sec.indices.exercise.02,ttp.r014.unit.sec.indices,26.02,ttp.r014.segment.505,"[""ttp.concept.index_relative"",""ttp.concept.discrete_logarithm_hardness"",""ttp.concept.change_of_base_formula""]",[],[],[],source_has_none
ttp.r014.unit.sec.indices.exercise.03,ttp.r014.unit.sec.indices,26.03,ttp.r014.segment.506,"[""ttp.concept.index_relative"",""ttp.concept.discrete_logarithm_hardness"",""ttp.concept.change_of_base_formula""]",[],[],[],source_has_none
ttp.r014.unit.id-id.sec.dhke.exercise.01,ttp.r014.unit.id-id.sec.dhke,27.01,ttp.r014.segment.523,"[""ttp.concept.diffie_hellman_key_exchange"",""ttp.concept.dh_secret_exponent"",""ttp.concept.shared_secret"",""ttp.concept.sophie_germain_prime"",""ttp.concept.diffie_hellman_problem"",""ttp.concept.dh_public_parameters""]",[],[],[],source_has_none
ttp.r014.unit.id-id.sec.dhke.exercise.02,ttp.r014.unit.id-id.sec.dhke,27.02,ttp.r014.segment.524,"[""ttp.concept.diffie_hellman_key_exchange"",""ttp.concept.dh_secret_exponent"",""ttp.concept.shared_secret"",""ttp.concept.sophie_germain_prime"",""ttp.concept.diffie_hellman_problem"",""ttp.concept.dh_public_parameters""]",[],[],[],source_has_none
ttp.r014.unit.id-id.sec.dhke.exercise.03,ttp.r014.unit.id-id.sec.dhke,27.03,ttp.r014.segment.525,"[""ttp.concept.diffie_hellman_key_exchange"",""ttp.concept.dh_secret_exponent"",""ttp.concept.shared_secret"",""ttp.concept.sophie_germain_prime"",""ttp.concept.diffie_hellman_problem"",""ttp.concept.dh_public_parameters""]",[],[],[],source_has_none
ttp.r014.unit.id-id.sec.tegc.exercise.01,ttp.r014.unit.id-id.sec.tegc,28.01,ttp.r014.segment.542,"[""ttp.concept.elgamal_cryptosystem"",""ttp.concept.elgamal_public_key"",""ttp.concept.elgamal_private_key"",""ttp.concept.elgamal_ephemeral_exponent"",""ttp.concept.elgamal_ciphertext"",""ttp.concept.elgamal_signature"",""ttp.concept.elgamal_signature_nonce"",""ttp.concept.functional_correctness"",""ttp.concept.semantic_security"",""ttp.concept.fresh_randomness""]",[],[],[],source_has_none
ttp.r014.unit.id-id.sec.tegc.exercise.02,ttp.r014.unit.id-id.sec.tegc,28.02,ttp.r014.segment.543,"[""ttp.concept.elgamal_cryptosystem"",""ttp.concept.elgamal_public_key"",""ttp.concept.elgamal_private_key"",""ttp.concept.elgamal_ephemeral_exponent"",""ttp.concept.elgamal_ciphertext"",""ttp.concept.elgamal_signature"",""ttp.concept.elgamal_signature_nonce"",""ttp.concept.functional_correctness"",""ttp.concept.semantic_security"",""ttp.concept.fresh_randomness""]",[],[],[],source_has_none
ttp.r014.unit.id-id.sec.tegc.exercise.03,ttp.r014.unit.id-id.sec.tegc,28.03,ttp.r014.segment.544,"[""ttp.concept.elgamal_cryptosystem"",""ttp.concept.elgamal_public_key"",""ttp.concept.elgamal_private_key"",""ttp.concept.elgamal_ephemeral_exponent"",""ttp.concept.elgamal_ciphertext"",""ttp.concept.elgamal_signature"",""ttp.concept.elgamal_signature_nonce"",""ttp.concept.functional_correctness"",""ttp.concept.semantic_security"",""ttp.concept.fresh_randomness""]",[],[],[],source_has_none
